econ_lane,matched_terms,econ_score,article_key,title,source,published_at,uid,first_seen_digest,last_seen_digest,observation_count,first_feed_topic,first_window_type,first_source_file
fx,dolar,5,uid:089ed769e2,Dólar hoy en vivo: subió a $1.205 en el Banco Nación y el blue bajó a $1.210,Infobae,,089ed769e2,2025-06-26 00:00:00+00:00,2025-06-26 00:00:00+00:00,1,Tipo de Cambio y Reservas,8h,data/output_digests/headlines_8h_window_20250626T00_Tipo_de_Cambio_y_Reservas_01.md
inflation,inflacion,5,uid:33d21d8a16,Milagro argentino: Milei logra romper la barrera del 2 % con la inflación más baja en cinco años,El Debate,,33d21d8a16,2025-06-25 16:00:00+00:00,2025-06-26 00:00:00+00:00,3,Inflación y Precios,4h,data/output_digests/headlines_4h_window_20250625T16_Inflación_y_Precios_01.md
inflation,inflacion,5,uid:1b378a93f6,"Otro hito de Argentina: crece un 5,8% y la inflación cae por debajo del 2%",Libre Mercado,,1b378a93f6,2025-06-25 16:00:00+00:00,2025-06-25 16:00:00+00:00,1,Inflación y Precios,8h,data/output_digests/headlines_8h_window_20250625T16_Inflación_y_Precios_01.md
reserves,bcra | tipo de cambio,7,uid:342f59f2dd,El BCRA intervino en el mercado de futuros con más de US$ 1.500 millones para disciplinar el tipo de cambio,Perfil,,342f59f2dd,2025-06-25 04:00:00+00:00,2025-06-25 16:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250625T04_Tipo_de_Cambio_y_Reservas_02.md
rates,banco central | tasa de interes,7,uid:bc2f2a2a6d,Banco Central de Paraguay mantiene su tasa de interés de referencia en 6%,bloomberglinea.com,,bc2f2a2a6d,2025-06-25 04:00:00+00:00,2025-06-25 04:00:00+00:00,1,Deuda y Financiamiento,4h,data/output_digests/headlines_4h_window_20250625T04_Deuda_y_Financiamiento_01.md
reserves,bcra | dolar | reservas,7,uid:54f46763c7,El dólar oficial anotó su tercera suba al hilo y las reservas del BCRA superaron los u$s41.000 millones,Ambito,,54f46763c7,2025-06-25 00:00:00+00:00,2025-06-25 00:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250625T00_Tipo_de_Cambio_y_Reservas_01.md
reserves,banco central | dolar | reservas,7,uid:1cc682a99a,El dólar blue subió en el cierre de este 24 de junio y aumentaron las reservas del Banco Central,Perfil,,1cc682a99a,2025-06-25 00:00:00+00:00,2025-06-25 04:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250625T00_Tipo_de_Cambio_y_Reservas_02.md
fx,dolar,5,uid:196729f620,Dólar hoy en vivo: subió a $1.195 en el Banco Nación y el blue avanzó a $1.215,Infobae,,196729f620,2025-06-24 20:00:00+00:00,2025-06-25 00:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250624T20_Tipo_de_Cambio_y_Reservas_01.md
reserves,bcra | dolar,7,uid:0fef716bb2,¿El Gobierno intervino el dólar?: el BCRA vendió con fuerza en mayo y marcó un récord,iProfesional,,0fef716bb2,2025-06-24 20:00:00+00:00,2025-06-24 20:00:00+00:00,1,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250624T20_Tipo_de_Cambio_y_Reservas_01.md
reserves,banco central | dolar,7,uid:644ffec70e,Dólar futuro: la noticia que confirmó el Banco Central,TN,,644ffec70e,2025-06-24 20:00:00+00:00,2025-06-25 00:00:00+00:00,3,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250624T20_Tipo_de_Cambio_y_Reservas_02.md
fx,dolar,5,uid:6b2ae01d68,Dólar Blue y Oficial en Argentina para este 24 de junio: cifras actualizadas,Cadena 3 Argentina,,6b2ae01d68,2025-06-24 16:00:00+00:00,2025-06-24 16:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250624T16_Tipo_de_Cambio_y_Reservas_01.md
fx,dolar,5,uid:14035eff2d,Mercado de divisas: precio del dólar este 24 de junio en Argentina,Cadena 3 Argentina,,14035eff2d,2025-06-24 16:00:00+00:00,2025-06-24 20:00:00+00:00,2,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250624T16_Tipo_de_Cambio_y_Reservas_02.md
inflation,inflacion,5,uid:b6acb1de39,"Con menor inflación, la ganadería argentina ajusta su dinámica de precios",Diario El Día de La Plata,,b6acb1de39,2025-06-24 12:00:00+00:00,2025-06-24 12:00:00+00:00,1,Inflación y Precios,3day,data/output_digests/headlines_3day_window_20250624T12_Inflación_y_Precios_02.md
inflation,inflacion,5,uid:fec8cd7899,"Cómo golpea la guerra del Golfo en la inflación, los negocios y el bolsillo en Argentina",El Diario Paraná,,fec8cd7899,2025-06-24 00:00:00+00:00,2025-06-24 12:00:00+00:00,4,Inflación y Precios,4h,data/output_digests/headlines_4h_window_20250624T00_Inflación_y_Precios_01.md
inflation,inflacion,5,uid:108a1c6242,El vino en Argentina: cuánto subió su precio frente a la inflación,Dolarhoy.com,,108a1c6242,2025-06-23 20:00:00+00:00,2025-06-24 12:00:00+00:00,5,Inflación y Precios,4h,data/output_digests/headlines_4h_window_20250623T20_Inflación_y_Precios_01.md
fx,dolar,5,uid:fd1580227c,Dólar hoy en vivo: en el Banco Nación subió a $1.185 y el blue se vendió a $1.210,Infobae,,fd1580227c,2025-06-23 20:00:00+00:00,2025-06-24 12:00:00+00:00,3,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250623T20_Tipo_de_Cambio_y_Reservas_01.md
fx,dolar,5,uid:953a4e42fc,Dólar blue y oficial: cotizaciones del 23 de junio de 2025 en Argentina,Cadena 3 Argentina,,953a4e42fc,2025-06-23 20:00:00+00:00,2025-06-23 20:00:00+00:00,1,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250623T20_Tipo_de_Cambio_y_Reservas_02.md
fx,dolar,5,uid:35886bdc35,"Gasto y endeudamiento sin límite: la ""fiesta"" que mata al dólar y de la que Argentina no forma parte",El Cronista,,35886bdc35,2025-06-23 16:00:00+00:00,2025-06-24 00:00:00+00:00,3,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250623T16_Tipo_de_Cambio_y_Reservas_01.md
inflation,dolar | inflacion,7,uid:a0e59c8995,"Plan Milei, dólar, DEX, e inflación: qué esperar para el Agro en la 2da mitad del año; con R. Castiñeira - Econométrica",Agrositio,,a0e59c8995,2025-06-22 20:00:00+00:00,2025-06-22 20:00:00+00:00,1,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250622T20_Tipo_de_Cambio_y_Reservas_01.md
reserves,bcra | dolar | inflacion,9,uid:10d6ae4775,"Inflación que empieza con 1, medidas del BCRA y el dólar",DataClave,,10d6ae4775,2025-06-22 00:00:00+00:00,2025-06-22 00:00:00+00:00,1,Tipo de Cambio y Reservas,8h,data/output_digests/headlines_8h_window_20250622T00_Tipo_de_Cambio_y_Reservas_01.md
rates,banco central | tasa de interes,7,uid:57e317f717,Banco Central de Brasil sube la tasa de interés 25 puntos básicos por séptima vez consecutiva,La Nación,,57e317f717,2025-06-19 04:00:00+00:00,2025-06-19 08:00:00+00:00,2,Deuda y Financiamiento,4h,data/output_digests/headlines_4h_window_20250619T04_Deuda_y_Financiamiento_02.md
rates,banco central | tasa de interes,7,uid:e9c48d0003,Banco Central de Chile mantiene tasa de interés básica en 5%,MercoPress,,e9c48d0003,2025-06-18 12:00:00+00:00,2025-06-18 16:00:00+00:00,3,Deuda y Financiamiento,4h,data/output_digests/headlines_4h_window_20250618T12_Deuda_y_Financiamiento_01.md
inflation,inflacion | salarios,7,uid:02cac51e19,"El ministro de Economía provincial celebró con cifras el triunfo de los salarios sobre la inflación y un anuncio ""inédito"" para jubilados. Además, marcó una gran diferencia con la gestión Milei.",Reconquista Hoy,,02cac51e19,2025-06-17 20:00:00+00:00,2025-06-18 00:00:00+00:00,3,Actividad y Empleo,4h,data/output_digests/headlines_4h_window_20250617T20_Actividad_y_Empleo_02.md
inflation,dolar | inflacion | salarios,6,uid:b4d762bd99,"Salarios: con inflación y dólar bajo control, hay empresas que prevén un ajuste promedio del 32% en 2025",Ambito,,b4d762bd99,2025-06-17 04:00:00+00:00,2025-06-21 12:00:00+00:00,5,Inflación y Precios,4h,data/output_digests/headlines_4h_window_20250617T04_Inflación_y_Precios_01.md
rates,bcra | tasa de politica monetaria,7,uid:2c2821f9e2,Fin de la tasa de política monetaria: cómo es el esquema de agregados que busca consolidar el BCRA,Ambito,,2c2821f9e2,2025-06-15 12:00:00+00:00,2025-06-15 12:00:00+00:00,1,Deuda y Financiamiento,3day,data/output_digests/headlines_3day_window_20250615T12_Deuda_y_Financiamiento_02.md
inflation,dolar | inflacion | salario,6,uid:0223894995,"Las tres planchas: salario, empleo y dólar, la otra fórmula para bajar la inflación",elDiarioAR.com,,0223894995,2025-06-15 08:00:00+00:00,2025-06-17 12:00:00+00:00,5,Tipo de Cambio y Reservas,4h,data/output_digests/headlines_4h_window_20250615T08_Tipo_de_Cambio_y_Reservas_01.md
inflation,dolar | inflacion | salarios,6,uid:d8ce5775e6,"La inflación bajó al 1,5% en mayo: dólar anclado, salarios frenados y consumo en retroceso",InfoPlatense,,d8ce5775e6,2025-06-15 00:00:00+00:00,2025-06-16 12:00:00+00:00,3,Actividad y Empleo,8h,data/output_digests/headlines_8h_window_20250615T00_Actividad_y_Empleo_01.md
rates,inflacion | plazo fijo,7,uid:7366fa14bc,Caputo tiene un plan para el plazo fijo: qué va a pasar con la tasa si la inflación sigue en baja,BAE Negocios,,7366fa14bc,2025-06-13 20:00:00+00:00,2025-06-13 20:00:00+00:00,1,Deuda y Financiamiento,4h,data/output_digests/headlines_4h_window_20250613T20_Deuda_y_Financiamiento_01.md
